rx_spreadFactor,rx_rssi,rx_loRaSNR,power,location,distance
8,-83.2,11.16,9,17,224.62016232244122
9,-82.0,11.419999999999998,9,31,224.62016232244122
10,-74.2,11.12,10,31,73.144388267405
7,-80.2,9.559999999999999,10,31,73.144388267405
8,-82.0,11.2,10,31,73.144388267405
8,-115.0,-1.2,10,31,654.8452483590908
9,-82.5,11.975000000000001,10,31,73.144388267405
9,-113.0,3.0,10,31,654.8452483590908
10,-71.6,10.440000000000001,11,31,73.144388267405
7,-74.8,9.719999999999999,11,31,73.144388267405
8,-74.5,11.45,11,31,73.144388267405
8,-111.0,3.0,11,31,654.8452483590908
9,-75.8,12.0,11,31,73.144388267405
10,-71.6,10.079999999999998,12,31,73.144388267405
7,-72.4,9.4,12,31,73.144388267405
8,-73.66666666666667,11.333333333333334,12,31,73.144388267405
8,-109.0,5.0,12,31,654.8452483590908
9,-74.75,11.725,12,31,73.144388267405
9,-109.0,6.8,12,31,654.8452483590908
10,-71.2,9.419999999999998,13,31,73.144388267405
7,-70.0,9.48,13,31,73.144388267405
8,-72.0,11.425,13,31,73.144388267405
8,-108.0,6.2,13,31,654.8452483590908
9,-72.5,10.7,13,31,73.144388267405
9,-108.0,7.2,13,31,654.8452483590908
10,-72.6,10.24,14,31,73.144388267405
7,-72.0,9.65,14,31,73.144388267405
7,-105.0,8.5,14,31,654.8452483590908
8,-73.0,11.14,14,31,73.144388267405
9,-71.75,11.525,14,31,73.144388267405
9,-107.0,6.2,14,31,654.8452483590908
10,-69.6,10.1,15,31,73.144388267405
7,-77.2,9.66,15,31,73.144388267405
8,-75.6,10.98,15,31,73.144388267405
9,-71.66666666666667,11.533333333333333,15,31,73.144388267405
9,-103.0,10.5,15,31,654.8452483590908
10,-69.66666666666667,10.933333333333332,16,31,73.144388267405
10,-100.5,8.2,16,31,654.8452483590908
7,-70.6,9.280000000000001,16,31,73.144388267405
8,-73.2,11.280000000000001,16,31,73.144388267405
9,-75.4,11.819999999999999,16,31,73.144388267405
10,-70.25,9.425,17,31,73.144388267405
10,-106.0,7.2,17,31,654.8452483590908
7,-69.0,9.9,17,31,73.144388267405
8,-72.0,10.959999999999999,17,31,73.144388267405
9,-72.6,11.76,17,31,73.144388267405
10,-69.8,9.6,18,31,73.144388267405
7,-71.2,10.3,18,31,73.144388267405
8,-69.8,10.920000000000002,18,31,73.144388267405
9,-71.6,11.680000000000001,18,31,73.144388267405
10,-74.2,10.559999999999999,19,31,73.144388267405
7,-69.4,9.559999999999999,19,31,73.144388267405
8,-69.8,11.419999999999998,19,31,73.144388267405
9,-72.0,11.88,19,31,73.144388267405
10,-96.8,10.16,1,31,73.144388267405
7,-89.2,9.28,1,31,73.144388267405
8,-92.0,10.6,1,31,73.144388267405
9,-79.75,11.6,1,31,73.144388267405
9,-108.0,6.8,1,31,654.8452483590908
10,-70.8,10.76,20,31,73.144388267405
7,-70.8,9.84,20,31,73.144388267405
8,-71.8,10.7,20,31,73.144388267405
9,-75.4,11.919999999999998,20,31,73.144388267405
10,-81.8,4.76,2,31,73.144388267405
7,-97.8,8.48,2,31,73.144388267405
8,-98.0,9.75,2,31,73.144388267405
8,-115.0,-6.0,2,31,654.8452483590908
9,-88.0,11.2,2,31,73.144388267405
9,-115.0,1.8,2,31,654.8452483590908
10,-82.2,10.78,3,31,73.144388267405
7,-83.6,9.580000000000002,3,31,73.144388267405
8,-84.6,11.22,3,31,73.144388267405
9,-84.0,11.325,3,31,73.144388267405
9,-115.0,-0.2,3,31,654.8452483590908
10,-81.4,10.6,4,31,73.144388267405
7,-82.0,10.059999999999999,4,31,73.144388267405
8,-85.2,11.22,4,31,73.144388267405
9,-85.6,11.62,4,31,73.144388267405
10,-79.6,9.36,5,31,73.144388267405
7,-82.6,9.580000000000002,5,31,73.144388267405
8,-83.2,11.719999999999999,5,31,73.144388267405
9,-84.0,11.74,5,31,73.144388267405
10,-82.0,11.5,6,31,73.144388267405
7,-82.4,9.76,6,31,73.144388267405
8,-84.5,11.5,6,31,73.144388267405
8,-114.0,1.0,6,31,654.8452483590908
9,-82.75,11.55,6,31,73.144388267405
9,-115.0,2.0,6,31,654.8452483590908
10,-80.8,10.9,7,31,73.144388267405
7,-81.6,9.34,7,31,73.144388267405
8,-81.8,10.76,7,31,73.144388267405
9,-85.0,12.219999999999999,7,31,73.144388267405
10,-79.0,10.5,8,31,73.144388267405
7,-78.2,9.540000000000001,8,31,73.144388267405
8,-78.6,10.920000000000002,8,31,73.144388267405
9,-82.2,11.620000000000001,8,31,73.144388267405
10,-79.0,10.36,9,31,73.144388267405
7,-88.8,9.6,9,31,73.144388267405
8,-91.8,10.86,9,31,73.144388267405
9,-85.6,12.02,9,53,73.144388267405
10,-93.75,11.15,10,53,318.3753580115814
10,-100.0,10.0,10,53,573.1966621096144
7,-92.4,9.48,10,53,318.3753580115814
8,-92.8,10.459999999999999,10,53,318.3753580115814
9,-99.0,11.399999999999999,10,53,318.3753580115814
9,-98.0,8.0,10,53,573.1966621096144
10,-93.4,11.479999999999999,11,53,318.3753580115814
7,-92.4,9.58,11,53,318.3753580115814
8,-92.75,10.524999999999999,11,53,318.3753580115814
8,-95.0,10.0,11,53,573.1966621096144
9,-96.8,10.84,11,53,318.3753580115814
10,-94.0,11.6,12,53,318.3753580115814
7,-92.0,9.5,12,53,318.3753580115814
7,-93.0,9.1,12,53,573.1966621096144
8,-92.0,10.84,12,53,318.3753580115814
9,-93.4,11.16,12,53,318.3753580115814
10,-90.25,9.675,13,53,318.3753580115814
10,-94.0,10.5,13,53,573.1966621096144
7,-91.0,10.2,13,53,318.3753580115814
7,-97.0,9.15,13,53,573.1966621096144
8,-91.0,10.75,13,53,318.3753580115814
8,-98.0,3.5,13,53,573.1966621096144
9,-93.66666666666667,11.666666666666666,13,53,318.3753580115814
9,-99.0,5.75,13,53,573.1966621096144
10,-88.25,12.0,14,53,318.3753580115814
10,-94.0,11.0,14,53,573.1966621096144
7,-95.4,9.440000000000001,14,53,318.3753580115814
8,-92.6,10.84,14,53,318.3753580115814
9,-95.0,12.8,14,53,318.3753580115814
9,-97.33333333333333,11.4,14,53,573.1966621096144
10,-85.5,9.65,15,53,318.3753580115814
10,-89.0,12.0,15,53,573.1966621096144
7,-91.4,9.559999999999999,15,53,318.3753580115814
8,-89.75,8.850000000000001,15,53,318.3753580115814
8,-91.0,10.8,15,53,573.1966621096144
9,-91.66666666666667,11.6,15,53,318.3753580115814
9,-93.0,10.5,15,53,573.1966621096144
9,-110.0,-5.0,15,53,425.37779086095065
10,-86.6,9.38,16,53,318.3753580115814
7,-87.8,9.559999999999999,16,53,318.3753580115814
8,-88.33333333333333,5.266666666666667,16,53,318.3753580115814
8,-95.0,10.25,16,53,573.1966621096144
9,-89.6,11.84,16,53,318.3753580115814
10,-90.0,10.5,17,53,318.3753580115814
10,-89.0,10.75,17,53,573.1966621096144
10,-104.0,4.5,17,53,425.37779086095065
7,-88.8,9.38,17,53,318.3753580115814
8,-86.33333333333333,10.966666666666667,17,53,318.3753580115814
8,-89.0,10.9,17,53,573.1966621096144
9,-92.75,11.65,17,53,318.3753580115814
9,-95.0,11.5,17,53,573.1966621096144
10,-85.4,10.540000000000001,18,53,318.3753580115814
7,-86.25,8.925,18,53,318.3753580115814
7,-89.0,9.0,18,53,573.1966621096144
8,-84.75,11.025,18,53,318.3753580115814
8,-93.0,11.0,18,53,573.1966621096144
9,-86.75,11.5,18,53,318.3753580115814
9,-89.0,10.5,18,53,573.1966621096144
10,-83.4,11.48,19,53,318.3753580115814
7,-83.6,9.3,19,53,318.3753580115814
8,-84.2,10.940000000000001,19,53,318.3753580115814
9,-89.0,12.7,19,53,318.3753580115814
9,-93.0,11.8,19,53,573.1966621096144
10,-91.0,9.466666666666667,1,53,318.3753580115814
10,-95.5,8.5,1,53,573.1966621096144
7,-99.4,4.58,1,53,318.3753580115814
8,-98.75,9.5,1,53,318.3753580115814
8,-100.0,8.2,1,53,573.1966621096144
9,-97.5,10.325,1,53,318.3753580115814
9,-105.0,11.2,1,53,573.1966621096144
10,-84.25,10.375,20,53,318.3753580115814
10,-86.0,10.8,20,53,573.1966621096144
7,-87.2,9.36,20,53,318.3753580115814
8,-84.2,11.079999999999998,20,53,318.3753580115814
9,-87.25,11.95,20,53,318.3753580115814
9,-91.0,12.0,20,53,573.1966621096144
10,-100.5,6.0,2,53,318.3753580115814
10,-104.0,6.8,2,53,573.1966621096144
7,-102.6,7.959999999999999,2,53,318.3753580115814
8,-101.5,9.625,2,53,318.3753580115814
8,-105.0,8.2,2,53,573.1966621096144
9,-105.66666666666667,9.866666666666665,2,53,318.3753580115814
9,-103.0,8.8,2,53,573.1966621096144
10,-100.8,8.72,3,53,318.3753580115814
7,-101.0,8.733333333333333,3,53,318.3753580115814
7,-102.5,1.2999999999999998,3,53,573.1966621096144
8,-102.2,9.3,3,53,318.3753580115814
9,-103.25,9.45,3,53,318.3753580115814
9,-111.0,7.5,3,53,573.1966621096144
10,-98.25,9.825,4,53,318.3753580115814
10,-108.0,7.8,4,53,573.1966621096144
7,-100.33333333333333,8.833333333333334,4,53,318.3753580115814
7,-101.5,5.0,4,53,573.1966621096144
8,-101.2,9.1,4,53,318.3753580115814
9,-103.75,10.7,4,53,318.3753580115814
9,-108.0,6.8,4,53,573.1966621096144
10,-96.66666666666667,11.633333333333333,5,53,318.3753580115814
10,-102.0,9.35,5,53,573.1966621096144
7,-97.0,8.95,5,53,318.3753580115814
7,-108.0,-5.0,5,53,573.1966621096144
8,-99.0,10.575,5,53,318.3753580115814
8,-102.0,8.0,5,53,573.1966621096144
9,-103.6,9.34,5,53,318.3753580115814
10,-99.5,10.25,6,53,318.3753580115814
10,-101.66666666666667,3.4,6,53,573.1966621096144
7,-98.0,6.2,6,53,318.3753580115814
7,-104.0,7.5,6,53,573.1966621096144
8,-99.33333333333333,9.166666666666666,6,53,318.3753580115814
8,-101.5,9.35,6,53,573.1966621096144
9,-107.0,10.8,6,53,318.3753580115814
9,-100.75,5.7,6,53,573.1966621096144
10,-97.33333333333333,10.333333333333334,7,53,318.3753580115814
10,-102.5,7.75,7,53,573.1966621096144
7,-102.4,7.92,7,53,573.1966621096144
8,-95.25,10.375,7,53,318.3753580115814
8,-105.0,9.2,7,53,573.1966621096144
9,-100.6,10.320000000000002,7,53,318.3753580115814
10,-93.66666666666667,6.066666666666666,8,53,318.3753580115814
10,-100.0,4.6,8,53,573.1966621096144
7,-98.5,8.875,8,53,318.3753580115814
7,-96.0,8.5,8,53,573.1966621096144
8,-98.4,7.5,8,53,318.3753580115814
9,-101.5,11.100000000000001,8,53,318.3753580115814
9,-102.0,10.0,8,53,573.1966621096144
10,-91.0,10.8,9,53,318.3753580115814
10,-98.5,6.425,9,53,573.1966621096144
7,-94.33333333333333,9.666666666666666,9,53,318.3753580115814
7,-99.5,7.199999999999999,9,53,573.1966621096144
8,-97.5,10.4,9,53,318.3753580115814
8,-97.0,9.666666666666666,9,53,573.1966621096144
9,-96.75,8.5,9,50,318.3753580115814
9,-97.0,12.0,9,50,573.1966621096144
10,-96.4,8.9,10,50,267.40005742365327
7,-98.2,8.540000000000001,10,50,267.40005742365327
8,-103.0,8.78,10,50,267.40005742365327
9,-95.6,9.559999999999999,10,50,267.40005742365327
10,-95.25,10.0,11,50,267.40005742365327
10,-102.0,7.2,11,50,611.676791192667
7,-96.0,8.475,11,50,267.40005742365327
7,-101.0,7.8,11,50,611.676791192667
8,-105.0,9.299999999999999,11,50,267.40005742365327
8,-101.5,7.8,11,50,611.676791192667
9,-100.33333333333333,9.733333333333333,11,50,267.40005742365327
9,-109.0,7.2,11,50,611.676791192667
9,-108.0,-6.2,11,50,485.80127640067866
10,-83.0,9.95,12,50,267.40005742365327
10,-99.0,8.0,12,50,611.676791192667
7,-93.0,8.879999999999999,12,50,267.40005742365327
8,-94.5,10.125,12,50,267.40005742365327
8,-102.0,8.5,12,50,611.676791192667
9,-95.75,10.575,12,50,267.40005742365327
9,-105.0,8.8,12,50,611.676791192667
10,-91.5,11.575,13,50,267.40005742365327
10,-102.0,10.2,13,50,611.676791192667
7,-94.2,9.0,13,50,267.40005742365327
8,-91.75,11.0,13,50,267.40005742365327
8,-103.0,10.0,13,50,611.676791192667
9,-94.33333333333333,11.066666666666668,13,50,267.40005742365327
9,-98.0,9.5,13,50,611.676791192667
10,-88.8,9.2,14,50,267.40005742365327
7,-93.2,9.26,14,50,267.40005742365327
8,-94.33333333333333,10.666666666666666,14,50,267.40005742365327
8,-99.5,10.15,14,50,611.676791192667
9,-97.0,10.0,14,50,267.40005742365327
9,-101.0,11.2,14,50,611.676791192667
9,-111.0,-3.5,14,50,485.80127640067866
10,-88.4,10.940000000000001,15,50,267.40005742365327
7,-88.0,9.375,15,50,267.40005742365327
7,-94.0,9.2,15,50,611.676791192667
8,-90.5,10.675,15,50,267.40005742365327
8,-95.0,10.2,15,50,611.676791192667
9,-91.2,12.079999999999998,15,50,267.40005742365327
10,-89.4,11.5,16,50,267.40005742365327
7,-87.5,6.3500000000000005,16,50,267.40005742365327
7,-101.0,9.5,16,50,611.676791192667
8,-88.6,11.02,16,50,267.40005742365327
9,-89.8,11.9,16,50,267.40005742365327
10,-85.33333333333333,10.566666666666666,17,50,267.40005742365327
10,-95.0,8.4,17,50,611.676791192667
7,-89.2,9.52,17,50,267.40005742365327
8,-86.5,10.75,17,50,267.40005742365327
8,-94.0,10.0,17,50,611.676791192667
9,-94.0,9.0,17,50,267.40005742365327
9,-95.0,12.4,17,50,611.676791192667
10,-82.75,9.575,18,50,267.40005742365327
10,-105.0,9.8,18,50,611.676791192667
7,-90.0,9.48,18,50,267.40005742365327
8,-89.5,10.925,18,50,267.40005742365327
8,-94.0,10.0,18,50,611.676791192667
8,-85.0,12.02,18,50,267.40005742365327
10,-85.8,10.3,19,50,267.40005742365327
7,-92.0,9.433333333333334,19,50,267.40005742365327
7,-96.0,1.1999999999999997,19,50,611.676791192667
8,-88.0,10.774999999999999,19,50,267.40005742365327
8,-109.0,-1.2,19,50,485.80127640067866
9,-89.6,11.440000000000001,19,50,267.40005742365327
10,-95.33333333333333,9.566666666666666,1,50,267.40005742365327
10,-105.0,5.8,1,50,611.676791192667
10,-109.0,-1.2,1,50,485.80127640067866
7,-108.75,5.375,1,50,267.40005742365327
7,-118.0,-5.0,1,50,611.676791192667
8,-104.0,8.55,1,50,267.40005742365327
8,-114.0,-2.2,1,50,611.676791192667
9,-104.0,10.05,1,50,267.40005742365327
9,-114.0,5.8,1,50,611.676791192667
10,-85.2,10.9,20,50,267.40005742365327
7,-86.6,9.34,20,50,267.40005742365327
8,-83.5,11.524999999999999,20,50,267.40005742365327
8,-99.0,10.0,20,50,611.676791192667
9,-87.2,11.7,20,50,267.40005742365327
10,-106.5,7.5,2,50,267.40005742365327
10,-111.0,1.9666666666666668,2,50,611.676791192667
7,-99.25,8.15,2,50,267.40005742365327
7,-105.0,7.2,2,50,611.676791192667
8,-105.33333333333333,9.533333333333333,2,50,267.40005742365327
8,-111.0,3.4,2,50,611.676791192667
9,-107.33333333333333,6.7,2,50,267.40005742365327
9,-114.0,-0.9,2,50,611.676791192667
10,-99.66666666666667,9.233333333333333,3,50,267.40005742365327
10,-107.5,-6.4,3,50,611.676791192667
7,-102.6,8.440000000000001,3,50,267.40005742365327
8,-103.2,9.36,3,50,267.40005742365327
9,-102.5,10.8,3,50,267.40005742365327
9,-109.0,-10.2,3,50,485.80127640067866
10,-100.2,8.1,4,50,267.40005742365327
7,-100.2,9.08,4,50,267.40005742365327
8,-103.2,9.440000000000001,4,50,267.40005742365327
9,-106.75,8.9,4,50,267.40005742365327
9,-113.0,6.8,4,50,611.676791192667
10,-97.0,12.2,5,50,267.40005742365327
10,-106.75,5.6000000000000005,5,50,611.676791192667
7,-106.0,7.2,5,50,267.40005742365327
7,-108.0,4.5,5,50,611.676791192667
8,-102.25,1.7,5,50,267.40005742365327
8,-105.0,7.2,5,50,611.676791192667
9,-102.5,10.45,5,50,267.40005742365327
9,-112.0,1.2,5,50,611.676791192667
9,-97.0,12.5,6,50,267.40005742365327
9,-109.0,6.166666666666667,6,50,611.676791192667
9,-108.0,-6.5,6,50,485.80127640067866
7,-100.66666666666667,8.799999999999999,6,50,267.40005742365327
7,-109.5,5.25,6,50,611.676791192667
8,-105.25,8.15,6,50,267.40005742365327
8,-107.0,5.2,6,50,611.676791192667
9,-104.25,8.875,6,50,267.40005742365327
9,-111.0,7.8,6,50,611.676791192667
10,-99.0,10.066666666666666,7,50,267.40005742365327
10,-104.0,7.5,7,50,611.676791192667
7,-103.8,8.1,7,50,267.40005742365327
8,-99.0,11.8,7,50,267.40005742365327
8,-104.5,3.8,7,50,611.676791192667
9,-106.25,8.675,7,50,267.40005742365327
9,-101.0,9.0,7,50,611.676791192667
10,-98.66666666666667,9.066666666666666,8,50,267.40005742365327
10,-110.5,3.8,8,50,611.676791192667
7,-97.6,6.34,8,50,267.40005742365327
8,-99.6,10.36,8,50,267.40005742365327
9,-102.25,10.425,8,50,267.40005742365327
9,-117.0,-3.8,8,50,611.676791192667
10,-100.0,9.1,9,50,267.40005742365327
10,-114.0,0.8,9,50,611.676791192667
7,-96.8,8.9,9,50,267.40005742365327
8,-104.8,9.12,9,50,267.40005742365327
9,-109.0,9.5,9,408,267.40005742365327
9,-111.66666666666667,3.1333333333333333,9,408,611.676791192667
10,-89.6,9.940000000000001,10,408,162.29983191363735
7,-95.4,8.959999999999999,10,408,162.29983191363735
8,-90.75,10.875,10,408,162.29983191363735
8,-101.0,2.8,10,408,599.8950028755336
9,-90.6,11.720000000000002,10,408,162.29983191363735
10,-92.25,9.95,11,408,162.29983191363735
10,-106.0,6.8,11,408,599.8950028755336
7,-90.2,9.26,11,408,162.29983191363735
8,-93.0,10.6,11,408,162.29983191363735
8,-102.0,6.9,11,408,599.8950028755336
9,-95.8,8.76,11,408,162.29983191363735
10,-90.5,10.125,12,408,162.29983191363735
10,-107.0,0.2,12,408,599.8950028755336
7,-90.6,9.28,12,408,162.29983191363735
8,-85.4,10.080000000000002,12,408,162.29983191363735
9,-92.6,11.8,12,408,162.29983191363735
10,-95.5,9.9,13,408,162.29983191363735
10,-96.0,9.233333333333333,13,408,599.8950028755336
7,-94.33333333333333,8.933333333333334,13,408,162.29983191363735
7,-97.0,8.65,13,408,599.8950028755336
8,-92.25,10.75,13,408,162.29983191363735
8,-93.0,9.8,13,408,599.8950028755336
9,-88.4,11.1,13,408,162.29983191363735
10,-94.5,11.3,14,408,162.29983191363735
10,-99.0,7.1,14,408,599.8950028755336
10,-107.0,1.2,14,408,551.1806823875337
7,-92.25,9.1,14,408,162.29983191363735
7,-93.0,10.0,14,408,599.8950028755336
8,-86.0,10.8,14,408,162.29983191363735
8,-101.5,8.325,14,408,599.8950028755336
9,-92.33333333333333,11.833333333333334,14,408,162.29983191363735
9,-101.0,10.9,14,408,599.8950028755336
10,-85.66666666666667,10.566666666666666,15,408,162.29983191363735
10,-99.0,10.35,15,408,599.8950028755336
7,-89.0,9.325,15,408,162.29983191363735
7,-92.0,8.5,15,408,599.8950028755336
8,-86.5,10.85,15,408,162.29983191363735
8,-94.33333333333333,10.666666666666666,15,408,599.8950028755336
9,-89.4,11.719999999999999,15,408,162.29983191363735
10,-85.33333333333333,11.166666666666666,16,408,162.29983191363735
10,-91.5,11.0,16,408,599.8950028755336
7,-89.0,9.559999999999999,16,408,162.29983191363735
8,-83.5,11.425,16,408,162.29983191363735
8,-92.0,10.2,16,408,599.8950028755336
9,-88.25,11.45,16,408,162.29983191363735
9,-91.0,11.8,16,408,599.8950028755336
10,-82.75,11.5,17,408,162.29983191363735
10,-89.0,11.0,17,408,599.8950028755336
7,-82.0,9.833333333333334,17,408,162.29983191363735
7,-97.0,4.9,17,408,599.8950028755336
8,-81.8,10.74,17,408,162.29983191363735
9,-86.25,12.149999999999999,17,408,162.29983191363735
9,-95.0,10.8,17,408,599.8950028755336
10,-87.0,12.0,18,408,162.29983191363735
10,-94.0,9.8,18,408,599.8950028755336
7,-86.25,7.85,18,408,162.29983191363735
7,-95.0,-1.0,18,408,599.8950028755336
8,-81.5,10.95,18,408,162.29983191363735
8,-99.0,10.5,18,408,599.8950028755336
9,-87.5,10.7,18,408,162.29983191363735
9,-95.0,11.5,18,408,599.8950028755336
10,-82.0,9.9,19,408,162.29983191363735
10,-88.0,11.066666666666668,19,408,599.8950028755336
7,-82.6,9.36,19,408,162.29983191363735
8,-85.25,10.575,19,408,162.29983191363735
8,-91.0,10.2,19,408,599.8950028755336
9,-89.8,10.34,19,408,162.29983191363735
10,-82.66666666666667,10.866666666666667,20,408,162.29983191363735
10,-89.0,10.2,20,408,599.8950028755336
10,-99.0,8.2,20,408,551.1806823875337
7,-86.0,9.9,20,408,162.29983191363735
7,-91.0,9.2,20,408,599.8950028755336
8,-88.4,11.0,20,408,162.29983191363735
9,-86.2,12.24,20,408,162.29983191363735
10,-98.25,8.95,3,408,162.29983191363735
10,-101.0,6.8,3,408,599.8950028755336
7,-103.0,8.0,3,408,162.29983191363735
8,-97.5,11.0,3,408,162.29983191363735
8,-95.66666666666667,11.133333333333333,3,408,599.8950028755336
9,-102.0,10.24,3,408,162.29983191363735
10,-100.5,8.6,4,408,162.29983191363735
10,-114.33333333333333,2.5333333333333337,4,408,599.8950028755336
7,-101.2,8.26,4,408,162.29983191363735
8,-106.66666666666667,4.133333333333333,4,408,162.29983191363735
8,-109.0,8.35,4,408,599.8950028755336
9,-103.66666666666667,10.733333333333334,4,408,162.29983191363735
9,-109.0,7.65,4,408,599.8950028755336
10,-98.5,9.025,5,408,162.29983191363735
10,-106.0,2.5,5,408,599.8950028755336
7,-101.0,8.833333333333334,5,408,162.29983191363735
7,-106.0,3.4,5,408,599.8950028755336
8,-101.0,10.5,5,408,162.29983191363735
8,-115.0,-1.0,5,408,599.8950028755336
9,-103.66666666666667,10.333333333333334,5,408,162.29983191363735
9,-108.0,3.85,5,408,599.8950028755336
10,-96.6,9.7,6,408,162.29983191363735
10,-100.5,8.6,6,408,162.29983191363735
10,-108.0,6.8,6,408,599.8950028755336
8,-99.6,9.78,6,408,162.29983191363735
9,-99.6,10.5,6,408,162.29983191363735
10,-98.25,7.7250000000000005,7,408,162.29983191363735
10,-99.0,9.5,7,408,599.8950028755336
7,-100.4,8.26,7,408,162.29983191363735
8,-98.5,10.8,7,408,162.29983191363735
8,-103.0,8.8,7,408,599.8950028755336
9,-97.33333333333333,11.066666666666668,7,408,162.29983191363735
9,-101.0,9.75,7,408,599.8950028755336
10,-95.8,9.959999999999999,8,408,162.29983191363735
7,-99.0,8.2,8,408,162.29983191363735
7,-102.5,8.9,8,408,599.8950028755336
8,-101.66666666666667,9.533333333333333,8,408,162.29983191363735
8,-103.5,8.2,8,408,599.8950028755336
9,-94.4,11.24,8,408,162.29983191363735
10,-94.4,9.88,9,408,162.29983191363735
7,-97.0,6.3999999999999995,9,408,162.29983191363735
7,-98.0,-0.75,9,408,599.8950028755336
8,-94.4,9.66,9,408,162.29983191363735
9,-94.5,5.925,9,14,162.29983191363735
9,-100.0,9.5,9,14,599.8950028755336
10,-78.0,10.14,10,14,165.83666277065106
7,-79.4,9.42,10,14,165.83666277065106
8,-80.8,11.14,10,14,165.83666277065106
9,-82.2,11.919999999999998,10,14,165.83666277065106
10,-75.0,10.84,11,14,165.83666277065106
7,-81.0,9.28,11,14,165.83666277065106
8,-80.5,11.399999999999999,11,14,165.83666277065106
8,-89.0,10.0,11,14,574.5598790785937
9,-78.6,11.459999999999999,11,14,165.83666277065106
10,-73.6,10.88,12,14,165.83666277065106
7,-80.8,9.940000000000001,12,14,165.83666277065106
8,-77.8,10.64,12,14,165.83666277065106
9,-76.2,12.1,12,14,165.83666277065106
10,-72.4,9.86,13,14,165.83666277065106
7,-76.0,9.540000000000001,13,14,165.83666277065106
8,-78.8,10.940000000000001,13,14,165.83666277065106
9,-77.8,11.84,13,14,165.83666277065106
10,-73.4,11.540000000000001,14,14,165.83666277065106
7,-76.0,9.559999999999999,14,14,165.83666277065106
8,-77.0,11.48,14,14,165.83666277065106
9,-79.6,12.2,14,14,165.83666277065106
10,-74.4,9.959999999999999,15,14,165.83666277065106
7,-76.5,9.7,15,14,165.83666277065106
7,-87.0,10.2,15,14,574.5598790785937
8,-76.4,10.86,15,14,165.83666277065106
9,-78.2,11.52,15,14,165.83666277065106
10,-74.2,10.12,16,14,165.83666277065106
7,-72.0,9.48,16,14,165.83666277065106
8,-72.4,10.919999999999998,16,14,165.83666277065106
9,-74.0,12.24,16,14,165.83666277065106
10,-68.0,10.35,17,14,165.83666277065106
10,-89.0,12.5,17,14,574.5598790785937
7,-73.0,9.8,17,14,165.83666277065106
7,-85.0,8.0,17,14,574.5598790785937
8,-73.8,11.420000000000002,17,14,165.83666277065106
9,-73.6,11.680000000000001,17,14,165.83666277065106
10,-71.4,10.559999999999999,18,14,165.83666277065106
7,-71.2,9.48,18,14,165.83666277065106
8,-70.0,11.2,18,14,165.83666277065106
9,-73.4,12.6,18,14,165.83666277065106
7,-71.0,9.8,19,14,165.83666277065106
10,-90.0,9.0,1,14,165.83666277065106
10,-83.0,9.0,1,14,165.83666277065106
10,-89.71428571428571,10.314285714285715,1,14,165.8366627706511
10,-95.0,7.2,1,14,574.5598790785937
7,-96.0,9.8,1,14,165.83666277065106
7,-86.16666666666667,9.583333333333334,1,14,165.83666277065106
7,-92.125,9.0,1,14,165.83666277065106
8,-94.0,11.0,1,14,165.83666277065106
8,-90.33333333333333,10.883333333333333,1,14,165.83666277065106
8,-94.0,10.9,1,14,165.83666277065106
9,-97.0,11.8,1,14,165.83666277065106
9,-91.0,11.5,1,14,165.83666277065106
9,-92.25,11.112499999999999,1,14,165.83666277065106
10,-87.6,10.76,2,14,165.83666277065106
7,-92.0,9.2,2,14,165.83666277065106
7,-87.0,10.5,2,14,165.83666277065106
7,-90.66666666666667,8.533333333333333,2,14,165.83666277065106
7,-95.0,7.5,2,14,574.5598790785937
8,-93.0,11.0,2,14,165.83666277065106
8,-93.0,10.8,2,14,165.83666277065106
8,-90.42857142857143,10.957142857142857,2,14,165.8366627706511
8,-102.0,1.5,2,14,574.5598790785937
9,-89.625,11.775,2,14,165.83666277065106
10,-83.8,10.540000000000001,3,14,165.83666277065106
7,-88.4,9.24,3,14,165.83666277065106
8,-89.5,11.05,3,14,165.83666277065106
8,-102.0,6.5,3,14,574.5598790785937
9,-88.0,11.6,3,14,165.83666277065106
10,-83.4,10.7,4,14,165.83666277065106
7,-88.66666666666667,9.666666666666666,4,14,165.83666277065106
7,-96.0,7.65,4,14,574.5598790785937
8,-89.8,10.86,4,14,165.83666277065106
9,-93.0,11.580000000000002,4,14,165.83666277065106
10,-83.8,8.64,5,14,165.83666277065106
7,-89.25,8.625,5,14,165.83666277065106
7,-94.0,8.8,5,14,574.5598790785937
8,-89.0,11.0,5,14,165.83666277065106
9,-87.4,11.16,5,14,165.83666277065106
10,-80.0,11.26,6,14,165.83666277065106
7,-81.0,9.7,6,14,165.83666277065106
8,-85.2,11.440000000000001,6,14,165.83666277065106
9,-87.6,11.84,6,14,165.83666277065106
10,-81.8,11.02,7,14,165.83666277065106
7,-81.0,9.84,7,14,165.83666277065106
8,-79.8,10.52,7,14,165.83666277065106
9,-82.0,12.2,7,14,165.83666277065106
10,-78.2,10.84,8,14,165.83666277065106
7,-82.2,9.36,8,14,165.83666277065106
8,-86.5,11.175,8,14,165.83666277065106
8,-93.0,7.5,8,14,574.5598790785937
9,-84.75,11.925,8,14,165.83666277065106
9,-101.0,12.2,8,14,521.7108560320006
10,-80.25,11.850000000000001,9,14,165.83666277065106
10,-94.0,9.5,9,14,574.5598790785937
